🇹🇼台灣頻道,#genre#
民视第一,https://smart.pendy.dpdns.org/Smart.php?id=lunghuajingdian_twn
民视第一,https://hls-gateway.vpstv.net/streams/476243.m3u8
民视第一,https://tv.iill.top/litv/4gtv-4gtv003
民视第一,https://stream1.freetv.fun/min-shi-di-yi-1.ctv
民视第一,https://stream1.freetv.fun/min-shi-di-yi-2.ctv
民视电视台,https://hls-gateway.vpstv.net/streams/476986.m3u8
民视电视台,https://hls-gateway.vpstv.net/streams/709154.m3u8
民视电视台,https://tv.iill.top/litv/4gtv-4gtv002
民视电视台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv155
民视电视台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv002
民视新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
民视新闻,https://hls-gateway.vpstv.net/streams/479210.m3u8
民视新闻,https://stream1.freetv.fun/min-shi-xin-wen-7.m3u8
民视新闻,https://tv.iill.top/litv/litv-ftv13
民视新闻,https://stream1.freetv.fun/min-shi-xin-wen-12.m3u8
民视台湾,https://smart.pendy.dpdns.org/Smart.php?id=ftvtaiwan_twn
民视台湾,https://hls-gateway.vpstv.net/streams/476244.m3u8
民视台湾,https://tv.iill.top/litv/4gtv-4gtv001
民视台湾,https://stream1.freetv.fun/min-shi-tai-wan-7.ctv
民视台湾,https://stream1.freetv.fun/min-shi-tai-wan-6.ctv
民视影剧,https://tv.iill.top/litv/litv-ftv09
民视影剧,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=litv-ftv09
民视旅游,https://hls-gateway.vpstv.net/streams/476240.m3u8
民视旅游,https://tv.iill.top/litv/litv-ftv07
民视旅游,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=litv-ftv07
民视综艺,https://tv.iill.top/litv/4gtv-4gtv004
民视综艺,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv004
中视,https://stream1.freetv.fun/zhong-shi-6.m3u8
中视,https://stream1.freetv.fun/zhong-shi-8.m3u8
中视,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv040
中视,https://live.catvod.com/live.php?id=zhongshihd_twn&token=c98b6549f30b48e826f3788c5601fe7bab43cedc789680bbeaea21d760a24b7e%3A1761354848%3ANTIuMTYxLjQ1LjIyNA%3D%3D
中视,https://smart.pendy.dpdns.org/Smart.php?id=zhongshihd_twn
中视新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
中视新闻,https://hls-gateway.vpstv.net/streams/476269.m3u8
中视新闻,https://tv.iill.top/litv/4gtv-4gtv074
中视新闻,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv074
中视新闻,https://stream1.freetv.fun/5f3d68b2efc102fc2339fa5b60d4b2abde1aa0bb446fb9fabe6cf9a7ab38198f.ctv
中视经典,https://hls-gateway.vpstv.net/streams/476362.m3u8
中视经典,https://tv.iill.top/litv/4gtv-4gtv080
中视经典,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv080
中视经典,https://stream1.freetv.fun/f011a428fab735796e6c5c5f2df0c46acd2524969a4d24dbb32a6fbb38ea95b5.ctv
中视菁采,https://hls-gateway.vpstv.net/streams/476260.m3u8
中视菁采,https://tv.iill.top/litv/4gtv-4gtv064
中视菁采,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv064
中视菁采,https://stream1.freetv.fun/25f7d7adcc920307fa5302b8bf84a0706eee1bcb3544de0fc46c7822763716db.ctv
中天新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
中天新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV49.m3u8
中天新闻,https://hls-gateway.vpstv.net/streams/477695.m3u8
中天新闻,https://tv.iill.top/litv/4gtv-4gtv009
中天新闻,https://stream1.freetv.fun/zhong-tian-xin-wen-7.m3u8
中天娛樂,https://hls-gateway.vpstv.net/streams/476996.m3u8
中天娛樂,https://stream1.freetv.fun/273feeba13fbb981cd84c91626576722b00e46b6aadf5c3fff46b3267dcd3131.m3u8
中天娛樂,https://stream1.freetv.fun/2a811fc0305ed1797d97d3c437818d720bfea3827e77cdf4e503f49a47f1a78c.m3u8
中天综合,https://hls-gateway.vpstv.net/streams/477084.m3u8
华视,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8
华视,https://stream1.freetv.fun/hua-shi-4.m3u8
华视,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv041
华视,https://live.catvod.com/live.php?id=ctshd_twn&token=ca6e084021c44067409cd60b97b089504bd45a92195539f2ea44faa703bc1678%3A1761354848%3ANTIuMTYxLjQ1LjIyNA%3D%3D
华视,https://hls-gateway.vpstv.net/streams/476985.m3u8
华视新闻资讯,https://hls-gateway.vpstv.net/streams/476266.m3u8
华视新闻资讯,https://tv.iill.top/litv/4gtv-4gtv052
华视新闻资讯,https://stream1.freetv.fun/hua-shi-2.m3u8
华视新闻资讯,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv052
华视新闻资讯,https://stream1.freetv.fun/d5dff92c6ff7920d3aa0807d26bcd3f7b17f1b4f6b4df10b03f22d070398f3e9.ctv
靖天综合,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv046
靖天综合,https://hls-gateway.vpstv.net/streams/476259.m3u8
靖天综合,https://tv.iill.top/litv/4gtv-4gtv046
靖天国际,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv063
靖天国际,https://live.catvod.com/live.php?id=jingtianintl_twn&token=d649925cf3a1728bbd633a8b3bd587501b34b8d324d611319c325e72354f9548%3A1761354848%3ANTIuMTYxLjQ1LjIyNA%3D%3D
靖天国际,https://hls-gateway.vpstv.net/streams/476254.m3u8
靖天国际,https://tv.iill.top/litv/4gtv-4gtv063
靖天戏剧,http://pullpackage.alivecdn.com/live/pU4fD0cP0dx6iXknYRcEzuZOQ6P6z5FsZ9KvAOPGsBry6iYBSe.flv
靖天戏剧,http://serv00.bkpcp.top/litv3.php?id=4gtv-4gtv058
靖天戏剧,https://stream1.freetv.fun/jing-tian-xi-ju-4.ctv
靖天戏剧,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv058
